raw_date,session,representation,anchor_raw_epoch,causal_prefix_complete,causal_prefix_and_entry_minute_complete,complete_through_hold_end,original_full_future_complete
2024-03-28,NEW_YORK_0930,NY_CLOSE_BROKER_CONVENTION,1711643400,1,1,1,0
2024-04-01,LONDON_0800,ORIGINAL_DIRECT_UTC,1711954800,1,1,0,0
2024-04-01,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,1711965600,1,1,1,1
2024-04-01,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,1711978200,1,1,1,1
2024-04-01,NEW_YORK_0930,NY_CLOSE_BROKER_CONVENTION,1711989000,1,1,1,1
2024-04-02,LONDON_0800,ORIGINAL_DIRECT_UTC,1712041200,1,1,1,1
2024-04-02,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,1712052000,1,1,1,1
2024-04-02,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,1712064600,1,1,1,1
2024-04-02,NEW_YORK_0930,NY_CLOSE_BROKER_CONVENTION,1712075400,1,1,1,1
2024-04-03,LONDON_0800,ORIGINAL_DIRECT_UTC,1712127600,1,1,1,1
2024-04-03,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,1712138400,1,1,1,1
2024-04-03,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,1712151000,1,1,1,1
2024-04-03,NEW_YORK_0930,NY_CLOSE_BROKER_CONVENTION,1712161800,1,1,1,1
2024-04-04,LONDON_0800,ORIGINAL_DIRECT_UTC,1712214000,1,1,1,1
2024-04-04,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,1712224800,1,1,1,1
2024-04-04,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,1712237400,1,1,1,1
2024-04-04,NEW_YORK_0930,NY_CLOSE_BROKER_CONVENTION,1712248200,1,1,1,1
2024-04-05,LONDON_0800,ORIGINAL_DIRECT_UTC,1712300400,1,1,1,1
2024-04-05,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,1712311200,1,1,1,1
2024-04-05,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,1712323800,1,1,1,1
2024-04-05,NEW_YORK_0930,NY_CLOSE_BROKER_CONVENTION,1712334600,1,1,1,1
2024-04-08,LONDON_0800,ORIGINAL_DIRECT_UTC,1712559600,1,1,1,1
2024-04-08,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,1712570400,1,1,1,1
2024-04-08,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,1712583000,1,1,1,1
2024-04-08,NEW_YORK_0930,NY_CLOSE_BROKER_CONVENTION,1712593800,1,1,1,1
2024-04-09,LONDON_0800,ORIGINAL_DIRECT_UTC,1712646000,1,1,1,1
2024-04-09,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,1712656800,1,1,1,1
