period,server_date,weekday,state,signal_count,birth_count,sub_three_signal,centered_signal_count,centered_birth_count,centered_sub_three_signal
P2_2024,2024-02-21,Wednesday,OTHER_WEEK,1,1,1,-1.392156862745098,-1.2745098039215685,0.5098039215686274
P2_2024,2024-02-22,Thursday,OTHER_WEEK,1,1,1,-1.0576923076923075,-0.9807692307692308,0.25
P2_2024,2024-02-23,Friday,OTHER_WEEK,4,3,0,1.5098039215686274,0.7254901960784315,-0.5294117647058824
P2_2024,2024-02-26,Monday,OTHER_WEEK,3,3,0,1.0377358490566038,1.150943396226415,-0.7169811320754716
P2_2024,2024-02-27,Tuesday,OTHER_WEEK,1,1,1,-1.4716981132075473,-1.2830188679245285,0.41509433962264153
P2_2024,2024-02-28,Wednesday,OTHER_WEEK,2,1,1,-0.392156862745098,-1.2745098039215685,0.5098039215686274
P2_2024,2024-02-29,Thursday,OTHER_WEEK,2,2,1,-0.05769230769230749,0.019230769230769162,0.25
P2_2024,2024-03-01,Friday,OTHER_WEEK,2,1,1,-0.4901960784313726,-1.2745098039215685,0.47058823529411764
P2_2024,2024-03-04,Monday,OTHER_WEEK,3,3,0,1.0377358490566038,1.150943396226415,-0.7169811320754716
P2_2024,2024-03-05,Tuesday,OTHER_WEEK,5,3,0,2.5283018867924527,0.7169811320754715,-0.5849056603773585
P2_2024,2024-03-06,Wednesday,OTHER_WEEK,2,2,1,-0.392156862745098,-0.27450980392156854,0.5098039215686274
P2_2024,2024-03-07,Thursday,OTHER_WEEK,2,2,1,-0.05769230769230749,0.019230769230769162,0.25
P2_2024,2024-03-08,Friday,OTHER_WEEK,2,2,1,-0.4901960784313726,-0.27450980392156854,0.47058823529411764
P2_2024,2024-03-11,Monday,STANDARD_EXPIRATION_WEEK,2,2,1,0.037735849056603765,0.15094339622641506,0.28301886792452835
P2_2024,2024-03-12,Tuesday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.4716981132075473,-0.28301886792452846,0.41509433962264153
P2_2024,2024-03-13,Wednesday,STANDARD_EXPIRATION_WEEK,3,3,0,0.607843137254902,0.7254901960784315,-0.49019607843137253
P2_2024,2024-03-14,Thursday,STANDARD_EXPIRATION_WEEK,0,0,1,-2.0576923076923075,-1.9807692307692308,0.25
P2_2024,2024-03-15,Friday,STANDARD_EXPIRATION_WEEK,3,2,0,0.5098039215686274,-0.27450980392156854,-0.5294117647058824
P2_2024,2024-03-18,Monday,OTHER_WEEK,1,1,1,-0.9622641509433962,-0.8490566037735849,0.28301886792452835
P2_2024,2024-03-19,Tuesday,OTHER_WEEK,2,2,1,-0.4716981132075473,-0.28301886792452846,0.41509433962264153
P2_2024,2024-03-20,Wednesday,OTHER_WEEK,4,4,0,1.607843137254902,1.7254901960784315,-0.49019607843137253
P2_2024,2024-03-21,Thursday,OTHER_WEEK,2,2,1,-0.05769230769230749,0.019230769230769162,0.25
P2_2024,2024-03-22,Friday,OTHER_WEEK,3,3,0,0.5098039215686274,0.7254901960784315,-0.5294117647058824
P2_2024,2024-03-25,Monday,OTHER_WEEK,1,1,1,-0.9622641509433962,-0.8490566037735849,0.28301886792452835
P2_2024,2024-03-26,Tuesday,OTHER_WEEK,2,2,1,-0.4716981132075473,-0.28301886792452846,0.41509433962264153
P2_2024,2024-03-27,Wednesday,OTHER_WEEK,3,3,0,0.607843137254902,0.7254901960784315,-0.49019607843137253
P2_2024,2024-03-28,Thursday,OTHER_WEEK,2,2,1,-0.05769230769230749,0.019230769230769162,0.25
P2_2024,2024-04-01,Monday,OTHER_WEEK,4,4,0,2.0377358490566038,2.150943396226415,-0.7169811320754716
P2_2024,2024-04-02,Tuesday,OTHER_WEEK,3,3,0,0.5283018867924527,0.7169811320754715,-0.5849056603773585
P2_2024,2024-04-03,Wednesday,OTHER_WEEK,2,2,1,-0.392156862745098,-0.27450980392156854,0.5098039215686274
P2_2024,2024-04-04,Thursday,OTHER_WEEK,3,3,0,0.9423076923076925,1.0192307692307692,-0.75
P2_2024,2024-04-05,Friday,OTHER_WEEK,3,3,0,0.5098039215686274,0.7254901960784315,-0.5294117647058824
P2_2024,2024-04-08,Monday,OTHER_WEEK,1,1,1,-0.9622641509433962,-0.8490566037735849,0.28301886792452835
P2_2024,2024-04-09,Tuesday,OTHER_WEEK,2,2,1,-0.4716981132075473,-0.28301886792452846,0.41509433962264153
P2_2024,2024-04-10,Wednesday,OTHER_WEEK,4,4,0,1.607843137254902,1.7254901960784315,-0.49019607843137253
P2_2024,2024-04-11,Thursday,OTHER_WEEK,1,1,1,-1.0576923076923075,-0.9807692307692308,0.25
P2_2024,2024-04-12,Friday,OTHER_WEEK,3,3,0,0.5098039215686274,0.7254901960784315,-0.5294117647058824
P2_2024,2024-04-15,Monday,STANDARD_EXPIRATION_WEEK,3,3,0,1.0377358490566038,1.150943396226415,-0.7169811320754716
P2_2024,2024-04-16,Tuesday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.4716981132075473,-0.28301886792452846,0.41509433962264153
P2_2024,2024-04-17,Wednesday,STANDARD_EXPIRATION_WEEK,3,3,0,0.607843137254902,0.7254901960784315,-0.49019607843137253
P2_2024,2024-04-18,Thursday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.05769230769230749,0.019230769230769162,0.25
P2_2024,2024-04-19,Friday,STANDARD_EXPIRATION_WEEK,3,3,0,0.5098039215686274,0.7254901960784315,-0.5294117647058824
P2_2024,2024-04-22,Monday,OTHER_WEEK,2,2,1,0.037735849056603765,0.15094339622641506,0.28301886792452835
P2_2024,2024-04-23,Tuesday,OTHER_WEEK,3,3,0,0.5283018867924527,0.7169811320754715,-0.5849056603773585
P2_2024,2024-04-24,Wednesday,OTHER_WEEK,3,3,0,0.607843137254902,0.7254901960784315,-0.49019607843137253
P2_2024,2024-04-25,Thursday,OTHER_WEEK,4,4,0,1.9423076923076925,2.019230769230769,-0.75
P2_2024,2024-04-26,Friday,OTHER_WEEK,1,1,1,-1.4901960784313726,-1.2745098039215685,0.47058823529411764
P2_2024,2024-04-29,Monday,OTHER_WEEK,2,2,1,0.037735849056603765,0.15094339622641506,0.28301886792452835
P2_2024,2024-04-30,Tuesday,OTHER_WEEK,4,4,0,1.5283018867924527,1.7169811320754715,-0.5849056603773585
P2_2024,2024-05-01,Wednesday,OTHER_WEEK,1,1,1,-1.392156862745098,-1.2745098039215685,0.5098039215686274
P2_2024,2024-05-02,Thursday,OTHER_WEEK,1,1,1,-1.0576923076923075,-0.9807692307692308,0.25
P2_2024,2024-05-03,Friday,OTHER_WEEK,3,3,0,0.5098039215686274,0.7254901960784315,-0.5294117647058824
P2_2024,2024-05-06,Monday,OTHER_WEEK,2,2,1,0.037735849056603765,0.15094339622641506,0.28301886792452835
P2_2024,2024-05-07,Tuesday,OTHER_WEEK,1,0,1,-1.4716981132075473,-2.2830188679245285,0.41509433962264153
P2_2024,2024-05-08,Wednesday,OTHER_WEEK,3,3,0,0.607843137254902,0.7254901960784315,-0.49019607843137253
P2_2024,2024-05-09,Thursday,OTHER_WEEK,2,2,1,-0.05769230769230749,0.019230769230769162,0.25
P2_2024,2024-05-10,Friday,OTHER_WEEK,3,3,0,0.5098039215686274,0.7254901960784315,-0.5294117647058824
P2_2024,2024-05-13,Monday,STANDARD_EXPIRATION_WEEK,2,2,1,0.037735849056603765,0.15094339622641506,0.28301886792452835
P2_2024,2024-05-14,Tuesday,STANDARD_EXPIRATION_WEEK,4,4,0,1.5283018867924527,1.7169811320754715,-0.5849056603773585
P2_2024,2024-05-15,Wednesday,STANDARD_EXPIRATION_WEEK,3,3,0,0.607843137254902,0.7254901960784315,-0.49019607843137253
P2_2024,2024-05-16,Thursday,STANDARD_EXPIRATION_WEEK,0,0,1,-2.0576923076923075,-1.9807692307692308,0.25
P2_2024,2024-05-17,Friday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.4901960784313726,-0.27450980392156854,0.47058823529411764
P2_2024,2024-05-20,Monday,OTHER_WEEK,1,1,1,-0.9622641509433962,-0.8490566037735849,0.28301886792452835
P2_2024,2024-05-21,Tuesday,OTHER_WEEK,1,1,1,-1.4716981132075473,-1.2830188679245285,0.41509433962264153
P2_2024,2024-05-22,Wednesday,OTHER_WEEK,2,2,1,-0.392156862745098,-0.27450980392156854,0.5098039215686274
P2_2024,2024-05-23,Thursday,OTHER_WEEK,2,2,1,-0.05769230769230749,0.019230769230769162,0.25
P2_2024,2024-05-24,Friday,OTHER_WEEK,3,3,0,0.5098039215686274,0.7254901960784315,-0.5294117647058824
P2_2024,2024-05-27,Monday,OTHER_WEEK,1,1,1,-0.9622641509433962,-0.8490566037735849,0.28301886792452835
P2_2024,2024-05-28,Tuesday,OTHER_WEEK,3,3,0,0.5283018867924527,0.7169811320754715,-0.5849056603773585
P2_2024,2024-05-29,Wednesday,OTHER_WEEK,4,4,0,1.607843137254902,1.7254901960784315,-0.49019607843137253
P2_2024,2024-05-30,Thursday,OTHER_WEEK,4,3,0,1.9423076923076925,1.0192307692307692,-0.75
P2_2024,2024-05-31,Friday,OTHER_WEEK,2,2,1,-0.4901960784313726,-0.27450980392156854,0.47058823529411764
P2_2024,2024-06-03,Monday,OTHER_WEEK,1,1,1,-0.9622641509433962,-0.8490566037735849,0.28301886792452835
P2_2024,2024-06-04,Tuesday,OTHER_WEEK,1,1,1,-1.4716981132075473,-1.2830188679245285,0.41509433962264153
P2_2024,2024-06-05,Wednesday,OTHER_WEEK,3,3,0,0.607843137254902,0.7254901960784315,-0.49019607843137253
P2_2024,2024-06-06,Thursday,OTHER_WEEK,2,2,1,-0.05769230769230749,0.019230769230769162,0.25
P2_2024,2024-06-07,Friday,OTHER_WEEK,2,2,1,-0.4901960784313726,-0.27450980392156854,0.47058823529411764
P2_2024,2024-06-10,Monday,OTHER_WEEK,1,1,1,-0.9622641509433962,-0.8490566037735849,0.28301886792452835
P2_2024,2024-06-11,Tuesday,OTHER_WEEK,3,3,0,0.5283018867924527,0.7169811320754715,-0.5849056603773585
P2_2024,2024-06-12,Wednesday,OTHER_WEEK,3,3,0,0.607843137254902,0.7254901960784315,-0.49019607843137253
P2_2024,2024-06-13,Thursday,OTHER_WEEK,1,1,1,-1.0576923076923075,-0.9807692307692308,0.25
P2_2024,2024-06-14,Friday,OTHER_WEEK,4,3,0,1.5098039215686274,0.7254901960784315,-0.5294117647058824
P2_2024,2024-06-17,Monday,STANDARD_EXPIRATION_WEEK,0,0,1,-1.9622641509433962,-1.849056603773585,0.28301886792452835
P2_2024,2024-06-18,Tuesday,STANDARD_EXPIRATION_WEEK,2,1,1,-0.4716981132075473,-1.2830188679245285,0.41509433962264153
P2_2024,2024-06-19,Wednesday,STANDARD_EXPIRATION_WEEK,1,1,1,-1.392156862745098,-1.2745098039215685,0.5098039215686274
P2_2024,2024-06-20,Thursday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.05769230769230749,0.019230769230769162,0.25
P2_2024,2024-06-21,Friday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.4901960784313726,-0.27450980392156854,0.47058823529411764
P2_2024,2024-06-24,Monday,OTHER_WEEK,2,2,1,0.037735849056603765,0.15094339622641506,0.28301886792452835
P2_2024,2024-06-25,Tuesday,OTHER_WEEK,2,2,1,-0.4716981132075473,-0.28301886792452846,0.41509433962264153
P2_2024,2024-06-26,Wednesday,OTHER_WEEK,3,3,0,0.607843137254902,0.7254901960784315,-0.49019607843137253
P2_2024,2024-06-27,Thursday,OTHER_WEEK,1,1,1,-1.0576923076923075,-0.9807692307692308,0.25
P2_2024,2024-06-28,Friday,OTHER_WEEK,2,2,1,-0.4901960784313726,-0.27450980392156854,0.47058823529411764
P2_2024,2024-07-01,Monday,OTHER_WEEK,2,1,1,0.037735849056603765,-0.8490566037735849,0.28301886792452835
P2_2024,2024-07-02,Tuesday,OTHER_WEEK,1,1,1,-1.4716981132075473,-1.2830188679245285,0.41509433962264153
P2_2024,2024-07-03,Wednesday,OTHER_WEEK,1,0,1,-1.392156862745098,-2.2745098039215685,0.5098039215686274
P2_2024,2024-07-04,Thursday,OTHER_WEEK,0,0,1,-2.0576923076923075,-1.9807692307692308,0.25
P2_2024,2024-07-05,Friday,OTHER_WEEK,1,1,1,-1.4901960784313726,-1.2745098039215685,0.47058823529411764
P2_2024,2024-07-08,Monday,OTHER_WEEK,1,1,1,-0.9622641509433962,-0.8490566037735849,0.28301886792452835
P2_2024,2024-07-09,Tuesday,OTHER_WEEK,3,3,0,0.5283018867924527,0.7169811320754715,-0.5849056603773585
P2_2024,2024-07-10,Wednesday,OTHER_WEEK,2,2,1,-0.392156862745098,-0.27450980392156854,0.5098039215686274
P2_2024,2024-07-11,Thursday,OTHER_WEEK,2,2,1,-0.05769230769230749,0.019230769230769162,0.25
P2_2024,2024-07-12,Friday,OTHER_WEEK,2,2,1,-0.4901960784313726,-0.27450980392156854,0.47058823529411764
P2_2024,2024-07-15,Monday,STANDARD_EXPIRATION_WEEK,1,1,1,-0.9622641509433962,-0.8490566037735849,0.28301886792452835
P2_2024,2024-07-16,Tuesday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.4716981132075473,-0.28301886792452846,0.41509433962264153
P2_2024,2024-07-17,Wednesday,STANDARD_EXPIRATION_WEEK,4,3,0,1.607843137254902,0.7254901960784315,-0.49019607843137253
P2_2024,2024-07-18,Thursday,STANDARD_EXPIRATION_WEEK,5,5,0,2.9423076923076925,3.019230769230769,-0.75
P2_2024,2024-07-19,Friday,STANDARD_EXPIRATION_WEEK,1,1,1,-1.4901960784313726,-1.2745098039215685,0.47058823529411764
P2_2024,2024-07-22,Monday,OTHER_WEEK,4,3,0,2.0377358490566038,1.150943396226415,-0.7169811320754716
P2_2024,2024-07-23,Tuesday,OTHER_WEEK,2,2,1,-0.4716981132075473,-0.28301886792452846,0.41509433962264153
P2_2024,2024-07-24,Wednesday,OTHER_WEEK,2,2,1,-0.392156862745098,-0.27450980392156854,0.5098039215686274
P2_2024,2024-07-25,Thursday,OTHER_WEEK,3,3,0,0.9423076923076925,1.0192307692307692,-0.75
P2_2024,2024-07-26,Friday,OTHER_WEEK,4,3,0,1.5098039215686274,0.7254901960784315,-0.5294117647058824
P2_2024,2024-07-29,Monday,OTHER_WEEK,2,2,1,0.037735849056603765,0.15094339622641506,0.28301886792452835
P2_2024,2024-07-30,Tuesday,OTHER_WEEK,3,3,0,0.5283018867924527,0.7169811320754715,-0.5849056603773585
P2_2024,2024-07-31,Wednesday,OTHER_WEEK,3,3,0,0.607843137254902,0.7254901960784315,-0.49019607843137253
P2_2024,2024-08-01,Thursday,OTHER_WEEK,1,1,1,-1.0576923076923075,-0.9807692307692308,0.25
P2_2024,2024-08-02,Friday,OTHER_WEEK,2,2,1,-0.4901960784313726,-0.27450980392156854,0.47058823529411764
P2_2024,2024-08-05,Monday,OTHER_WEEK,6,5,0,4.037735849056604,3.150943396226415,-0.7169811320754716
P2_2024,2024-08-06,Tuesday,OTHER_WEEK,1,1,1,-1.4716981132075473,-1.2830188679245285,0.41509433962264153
P2_2024,2024-08-07,Wednesday,OTHER_WEEK,4,4,0,1.607843137254902,1.7254901960784315,-0.49019607843137253
P2_2024,2024-08-08,Thursday,OTHER_WEEK,2,2,1,-0.05769230769230749,0.019230769230769162,0.25
P2_2024,2024-08-09,Friday,OTHER_WEEK,3,3,0,0.5098039215686274,0.7254901960784315,-0.5294117647058824
P2_2024,2024-08-12,Monday,STANDARD_EXPIRATION_WEEK,1,1,1,-0.9622641509433962,-0.8490566037735849,0.28301886792452835
P2_2024,2024-08-13,Tuesday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.4716981132075473,-0.28301886792452846,0.41509433962264153
P2_2024,2024-08-14,Wednesday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.392156862745098,-0.27450980392156854,0.5098039215686274
P2_2024,2024-08-15,Thursday,STANDARD_EXPIRATION_WEEK,5,4,0,2.9423076923076925,2.019230769230769,-0.75
P2_2024,2024-08-16,Friday,STANDARD_EXPIRATION_WEEK,3,3,0,0.5098039215686274,0.7254901960784315,-0.5294117647058824
P2_2024,2024-08-19,Monday,OTHER_WEEK,3,3,0,1.0377358490566038,1.150943396226415,-0.7169811320754716
P2_2024,2024-08-20,Tuesday,OTHER_WEEK,1,1,1,-1.4716981132075473,-1.2830188679245285,0.41509433962264153
P2_2024,2024-08-21,Wednesday,OTHER_WEEK,1,1,1,-1.392156862745098,-1.2745098039215685,0.5098039215686274
P2_2024,2024-08-22,Thursday,OTHER_WEEK,0,0,1,-2.0576923076923075,-1.9807692307692308,0.25
P2_2024,2024-08-23,Friday,OTHER_WEEK,1,1,1,-1.4901960784313726,-1.2745098039215685,0.47058823529411764
P2_2024,2024-08-26,Monday,OTHER_WEEK,2,2,1,0.037735849056603765,0.15094339622641506,0.28301886792452835
P2_2024,2024-08-27,Tuesday,OTHER_WEEK,2,2,1,-0.4716981132075473,-0.28301886792452846,0.41509433962264153
P2_2024,2024-08-28,Wednesday,OTHER_WEEK,3,3,0,0.607843137254902,0.7254901960784315,-0.49019607843137253
P2_2024,2024-08-29,Thursday,OTHER_WEEK,3,3,0,0.9423076923076925,1.0192307692307692,-0.75
P2_2024,2024-08-30,Friday,OTHER_WEEK,3,3,0,0.5098039215686274,0.7254901960784315,-0.5294117647058824
P2_2024,2024-09-02,Monday,OTHER_WEEK,1,1,1,-0.9622641509433962,-0.8490566037735849,0.28301886792452835
P2_2024,2024-09-03,Tuesday,OTHER_WEEK,3,3,0,0.5283018867924527,0.7169811320754715,-0.5849056603773585
P2_2024,2024-09-04,Wednesday,OTHER_WEEK,0,0,1,-2.392156862745098,-2.2745098039215685,0.5098039215686274
P2_2024,2024-09-05,Thursday,OTHER_WEEK,2,2,1,-0.05769230769230749,0.019230769230769162,0.25
P2_2024,2024-09-06,Friday,OTHER_WEEK,3,3,0,0.5098039215686274,0.7254901960784315,-0.5294117647058824
P2_2024,2024-09-09,Monday,OTHER_WEEK,2,2,1,0.037735849056603765,0.15094339622641506,0.28301886792452835
P2_2024,2024-09-10,Tuesday,OTHER_WEEK,3,3,0,0.5283018867924527,0.7169811320754715,-0.5849056603773585
P2_2024,2024-09-11,Wednesday,OTHER_WEEK,1,1,1,-1.392156862745098,-1.2745098039215685,0.5098039215686274
P2_2024,2024-09-12,Thursday,OTHER_WEEK,2,2,1,-0.05769230769230749,0.019230769230769162,0.25
P2_2024,2024-09-13,Friday,OTHER_WEEK,2,2,1,-0.4901960784313726,-0.27450980392156854,0.47058823529411764
P2_2024,2024-09-16,Monday,STANDARD_EXPIRATION_WEEK,2,2,1,0.037735849056603765,0.15094339622641506,0.28301886792452835
P2_2024,2024-09-17,Tuesday,STANDARD_EXPIRATION_WEEK,1,1,1,-1.4716981132075473,-1.2830188679245285,0.41509433962264153
P2_2024,2024-09-18,Wednesday,STANDARD_EXPIRATION_WEEK,1,1,1,-1.392156862745098,-1.2745098039215685,0.5098039215686274
P2_2024,2024-09-19,Thursday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.05769230769230749,0.019230769230769162,0.25
P2_2024,2024-09-20,Friday,STANDARD_EXPIRATION_WEEK,3,3,0,0.5098039215686274,0.7254901960784315,-0.5294117647058824
P2_2024,2024-09-23,Monday,OTHER_WEEK,1,1,1,-0.9622641509433962,-0.8490566037735849,0.28301886792452835
P2_2024,2024-09-24,Tuesday,OTHER_WEEK,1,0,1,-1.4716981132075473,-2.2830188679245285,0.41509433962264153
P2_2024,2024-09-25,Wednesday,OTHER_WEEK,2,2,1,-0.392156862745098,-0.27450980392156854,0.5098039215686274
P2_2024,2024-09-26,Thursday,OTHER_WEEK,2,2,1,-0.05769230769230749,0.019230769230769162,0.25
P2_2024,2024-09-27,Friday,OTHER_WEEK,3,3,0,0.5098039215686274,0.7254901960784315,-0.5294117647058824
P2_2024,2024-09-30,Monday,OTHER_WEEK,4,3,0,2.0377358490566038,1.150943396226415,-0.7169811320754716
P2_2024,2024-10-01,Tuesday,OTHER_WEEK,1,1,1,-1.4716981132075473,-1.2830188679245285,0.41509433962264153
P2_2024,2024-10-02,Wednesday,OTHER_WEEK,1,1,1,-1.392156862745098,-1.2745098039215685,0.5098039215686274
P2_2024,2024-10-03,Thursday,OTHER_WEEK,1,1,1,-1.0576923076923075,-0.9807692307692308,0.25
P2_2024,2024-10-04,Friday,OTHER_WEEK,3,3,0,0.5098039215686274,0.7254901960784315,-0.5294117647058824
P2_2024,2024-10-07,Monday,OTHER_WEEK,2,2,1,0.037735849056603765,0.15094339622641506,0.28301886792452835
P2_2024,2024-10-08,Tuesday,OTHER_WEEK,2,2,1,-0.4716981132075473,-0.28301886792452846,0.41509433962264153
P2_2024,2024-10-09,Wednesday,OTHER_WEEK,3,3,0,0.607843137254902,0.7254901960784315,-0.49019607843137253
P2_2024,2024-10-10,Thursday,OTHER_WEEK,2,2,1,-0.05769230769230749,0.019230769230769162,0.25
P2_2024,2024-10-11,Friday,OTHER_WEEK,1,1,1,-1.4901960784313726,-1.2745098039215685,0.47058823529411764
P2_2024,2024-10-14,Monday,STANDARD_EXPIRATION_WEEK,2,2,1,0.037735849056603765,0.15094339622641506,0.28301886792452835
P2_2024,2024-10-15,Tuesday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.4716981132075473,-0.28301886792452846,0.41509433962264153
P2_2024,2024-10-16,Wednesday,STANDARD_EXPIRATION_WEEK,3,3,0,0.607843137254902,0.7254901960784315,-0.49019607843137253
P2_2024,2024-10-17,Thursday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.05769230769230749,0.019230769230769162,0.25
P2_2024,2024-10-18,Friday,STANDARD_EXPIRATION_WEEK,4,3,0,1.5098039215686274,0.7254901960784315,-0.5294117647058824
P2_2024,2024-10-21,Monday,OTHER_WEEK,3,3,0,1.0377358490566038,1.150943396226415,-0.7169811320754716
P2_2024,2024-10-22,Tuesday,OTHER_WEEK,2,2,1,-0.4716981132075473,-0.28301886792452846,0.41509433962264153
P2_2024,2024-10-23,Wednesday,OTHER_WEEK,3,3,0,0.607843137254902,0.7254901960784315,-0.49019607843137253
P2_2024,2024-10-24,Thursday,OTHER_WEEK,1,1,1,-1.0576923076923075,-0.9807692307692308,0.25
P2_2024,2024-10-25,Friday,OTHER_WEEK,1,1,1,-1.4901960784313726,-1.2745098039215685,0.47058823529411764
P2_2024,2024-10-28,Monday,OTHER_WEEK,2,2,1,0.037735849056603765,0.15094339622641506,0.28301886792452835
P2_2024,2024-10-29,Tuesday,OTHER_WEEK,1,1,1,-1.4716981132075473,-1.2830188679245285,0.41509433962264153
P2_2024,2024-10-30,Wednesday,OTHER_WEEK,3,3,0,0.607843137254902,0.7254901960784315,-0.49019607843137253
P2_2024,2024-10-31,Thursday,OTHER_WEEK,2,2,1,-0.05769230769230749,0.019230769230769162,0.25
P2_2024,2024-11-01,Friday,OTHER_WEEK,3,3,0,0.5098039215686274,0.7254901960784315,-0.5294117647058824
P2_2024,2024-11-04,Monday,OTHER_WEEK,0,0,1,-1.9622641509433962,-1.849056603773585,0.28301886792452835
P2_2024,2024-11-05,Tuesday,OTHER_WEEK,2,2,1,-0.4716981132075473,-0.28301886792452846,0.41509433962264153
P2_2024,2024-11-06,Wednesday,OTHER_WEEK,3,2,0,0.607843137254902,-0.27450980392156854,-0.49019607843137253
P2_2024,2024-11-07,Thursday,OTHER_WEEK,3,3,0,0.9423076923076925,1.0192307692307692,-0.75
P2_2024,2024-11-08,Friday,OTHER_WEEK,1,1,1,-1.4901960784313726,-1.2745098039215685,0.47058823529411764
P2_2024,2024-11-11,Monday,STANDARD_EXPIRATION_WEEK,1,1,1,-0.9622641509433962,-0.8490566037735849,0.28301886792452835
P2_2024,2024-11-12,Tuesday,STANDARD_EXPIRATION_WEEK,5,4,0,2.5283018867924527,1.7169811320754715,-0.5849056603773585
P2_2024,2024-11-13,Wednesday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.392156862745098,-0.27450980392156854,0.5098039215686274
P2_2024,2024-11-14,Thursday,STANDARD_EXPIRATION_WEEK,1,1,1,-1.0576923076923075,-0.9807692307692308,0.25
P2_2024,2024-11-15,Friday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.4901960784313726,-0.27450980392156854,0.47058823529411764
P2_2024,2024-11-18,Monday,OTHER_WEEK,2,1,1,0.037735849056603765,-0.8490566037735849,0.28301886792452835
P2_2024,2024-11-19,Tuesday,OTHER_WEEK,6,5,0,3.5283018867924527,2.7169811320754715,-0.5849056603773585
P2_2024,2024-11-20,Wednesday,OTHER_WEEK,1,1,1,-1.392156862745098,-1.2745098039215685,0.5098039215686274
P2_2024,2024-11-21,Thursday,OTHER_WEEK,4,4,0,1.9423076923076925,2.019230769230769,-0.75
P2_2024,2024-11-22,Friday,OTHER_WEEK,1,1,1,-1.4901960784313726,-1.2745098039215685,0.47058823529411764
P2_2024,2024-11-25,Monday,OTHER_WEEK,3,3,0,1.0377358490566038,1.150943396226415,-0.7169811320754716
P2_2024,2024-11-26,Tuesday,OTHER_WEEK,3,3,0,0.5283018867924527,0.7169811320754715,-0.5849056603773585
P2_2024,2024-11-27,Wednesday,OTHER_WEEK,2,1,1,-0.392156862745098,-1.2745098039215685,0.5098039215686274
P2_2024,2024-11-28,Thursday,OTHER_WEEK,1,1,1,-1.0576923076923075,-0.9807692307692308,0.25
P2_2024,2024-11-29,Friday,OTHER_WEEK,0,0,1,-2.4901960784313726,-2.2745098039215685,0.47058823529411764
P2_2024,2024-12-02,Monday,OTHER_WEEK,1,1,1,-0.9622641509433962,-0.8490566037735849,0.28301886792452835
P2_2024,2024-12-03,Tuesday,OTHER_WEEK,1,1,1,-1.4716981132075473,-1.2830188679245285,0.41509433962264153
P2_2024,2024-12-04,Wednesday,OTHER_WEEK,2,2,1,-0.392156862745098,-0.27450980392156854,0.5098039215686274
P2_2024,2024-12-05,Thursday,OTHER_WEEK,2,2,1,-0.05769230769230749,0.019230769230769162,0.25
P2_2024,2024-12-06,Friday,OTHER_WEEK,2,1,1,-0.4901960784313726,-1.2745098039215685,0.47058823529411764
P2_2024,2024-12-09,Monday,OTHER_WEEK,3,3,0,1.0377358490566038,1.150943396226415,-0.7169811320754716
P2_2024,2024-12-10,Tuesday,OTHER_WEEK,3,3,0,0.5283018867924527,0.7169811320754715,-0.5849056603773585
P2_2024,2024-12-11,Wednesday,OTHER_WEEK,2,2,1,-0.392156862745098,-0.27450980392156854,0.5098039215686274
P2_2024,2024-12-12,Thursday,OTHER_WEEK,2,2,1,-0.05769230769230749,0.019230769230769162,0.25
P2_2024,2024-12-13,Friday,OTHER_WEEK,2,2,1,-0.4901960784313726,-0.27450980392156854,0.47058823529411764
P2_2024,2024-12-16,Monday,STANDARD_EXPIRATION_WEEK,3,3,0,1.0377358490566038,1.150943396226415,-0.7169811320754716
P2_2024,2024-12-17,Tuesday,STANDARD_EXPIRATION_WEEK,5,4,0,2.5283018867924527,1.7169811320754715,-0.5849056603773585
P2_2024,2024-12-18,Wednesday,STANDARD_EXPIRATION_WEEK,3,3,0,0.607843137254902,0.7254901960784315,-0.49019607843137253
P2_2024,2024-12-19,Thursday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.05769230769230749,0.019230769230769162,0.25
P2_2024,2024-12-20,Friday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.4901960784313726,-0.27450980392156854,0.47058823529411764
P2_2024,2024-12-23,Monday,OTHER_WEEK,3,3,0,1.0377358490566038,1.150943396226415,-0.7169811320754716
P2_2024,2024-12-24,Tuesday,OTHER_WEEK,1,1,1,-1.4716981132075473,-1.2830188679245285,0.41509433962264153
P2_2024,2024-12-26,Thursday,OTHER_WEEK,1,1,1,-1.0576923076923075,-0.9807692307692308,0.25
