record_id,period,component,book,birth_server,final_server,weekday,state,planned_risk_usd,actual_net_usd,stressed_net_usd,stressed_r,stop,centered_stressed_r,centered_stop,source_path,source_birth_row,source_final_row
L1201,P2_2024,Cross,US100_BOOK,2024-10-08T17:00:00,2024-10-08T21:00:00,Tuesday,OTHER_WEEK,5.3801,0.74,0.7279999999999928,0.13531347000984978,0,0.09656714561081467,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3157,3159
L1202,P2_2024,Passive,US100_BOOK,2024-10-09T13:16:30,2024-10-09T15:45:00,Wednesday,OTHER_WEEK,5.4092,0.16,0.14599999999998545,0.026991052281295835,0,0.011379793115978218,-0.050314465408805034,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3166,3172
L1203,P2_2024,RC16,US30_BOOK,2024-10-09T13:30:00,2024-10-09T17:30:00,Wednesday,OTHER_WEEK,5.4092,1.08,1.0659999999999856,0.19707165569769755,0,0.16965568904019157,-0.1527777777777778,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3170,3178
L1204,P2_2024,Cross,US100_BOOK,2024-10-09T17:00:00,2024-10-09T21:00:00,Wednesday,OTHER_WEEK,5.4151,-1.34,-1.3520000000000074,-0.24967221288619,0,-0.2884185372852251,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3176,3179
L1205,P2_2024,Passive,US100_BOOK,2024-10-10T16:31:00,2024-10-10T17:15:00,Thursday,OTHER_WEEK,5.4036,0.57,0.5559999999999854,0.10289436671848128,0,0.08728310755316365,-0.050314465408805034,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3191,3194
L1206,P2_2024,RC4,US30_BOOK,2024-10-10T13:00:00,2024-10-10T19:00:00,Thursday,OTHER_WEEK,5.4036,-0.45,-0.46400000000001457,-0.08586868013916918,0,-0.13879165299172314,-0.2641509433962264,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3184,3195
L1207,P2_2024,Cross,US100_BOOK,2024-10-11T17:00:00,2024-10-11T21:00:00,Friday,OTHER_WEEK,5.4073,-0.79,-0.8020000000000073,-0.1483180145359065,0,-0.18706433893494162,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3200,3202
L1208,P2_2024,Passive,US100_BOOK,2024-10-14T12:34:55,2024-10-14T16:30:00,Monday,STANDARD_EXPIRATION_WEEK,5.3752,-0.64,-0.6539999999999782,-0.12166989135287581,0,-0.13728115051819342,-0.050314465408805034,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3209,3210
L1209,P2_2024,Cross,US100_BOOK,2024-10-14T17:00:00,2024-10-14T21:00:00,Monday,STANDARD_EXPIRATION_WEEK,5.3491,-0.64,-0.6520000000000072,-0.12188966368174221,0,-0.16063598808077734,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3214,3216
L1210,P2_2024,Return,US30_BOOK,2024-10-15T16:00:00,2024-10-15T16:44:46,Tuesday,STANDARD_EXPIRATION_WEEK,5.323,-2.66,-2.6739999999999418,-0.5023482998309114,1,-0.4472554953648403,0.62,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3221,3223
L1211,P2_2024,Cross,US100_BOOK,2024-10-15T17:00:00,2024-10-15T17:38:00,Tuesday,STANDARD_EXPIRATION_WEEK,5.216,-2.61,-2.622000000000007,-0.502684049079756,1,-0.5414303734787911,0.9543147208121827,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3227,3229
L1212,P2_2024,RC16,US30_BOOK,2024-10-16T13:30:00,2024-10-16T17:30:00,Wednesday,STANDARD_EXPIRATION_WEEK,5.1112,1.75,1.7360000000000582,0.33964626702145445,0,0.3122303003639485,-0.1527777777777778,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3239,3247
L1213,P2_2024,RC4,US30_BOOK,2024-10-16T13:00:00,2024-10-16T19:00:00,Wednesday,STANDARD_EXPIRATION_WEEK,5.1112,2.11,2.0960000000000583,0.4100798246987123,0,0.3571568518461583,-0.2641509433962264,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3234,3248
L1214,P2_2024,Cross,US100_BOOK,2024-10-16T17:00:00,2024-10-16T21:00:00,Wednesday,STANDARD_EXPIRATION_WEEK,5.1112,-1.1400000000000001,-1.1520000000000075,-0.22538738456722637,0,-0.2641337089662615,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3245,3249
L1215,P2_2024,Passive,US100_BOOK,2024-10-17T12:16:11,2024-10-17T16:15:00,Thursday,STANDARD_EXPIRATION_WEEK,5.2184,-0.9,-0.9139999999999782,-0.17514947110224938,0,-0.19076073026756699,-0.050314465408805034,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3256,3257
L1216,P2_2024,Cross,US100_BOOK,2024-10-17T17:00:00,2024-10-17T21:00:00,Thursday,STANDARD_EXPIRATION_WEEK,5.1818,-0.45,-0.4620000000000073,-0.08915820757265956,0,-0.12790453197169468,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3261,3263
L1217,P2_2024,RC16,US30_BOOK,2024-10-18T13:30:00,2024-10-18T17:30:00,Friday,STANDARD_EXPIRATION_WEEK,5.1633,-1.6400000000000001,-1.6540000000000146,-0.3203377684814004,0,-0.34775373513890634,-0.1527777777777778,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3273,3284
L1218,P2_2024,RC4,US30_BOOK,2024-10-18T13:00:00,2024-10-18T19:00:00,Friday,STANDARD_EXPIRATION_WEEK,5.1633,0.8,0.7859999999999855,0.15222822613444612,0,0.09930525328189216,-0.2641509433962264,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3268,3285
L1219,P2_2024,Return,US30_BOOK,2024-10-18T16:00:00,2024-10-18T22:00:00,Friday,STANDARD_EXPIRATION_WEEK,5.1633,1.11,1.0959999999999857,0.21226734840121353,0,0.26736015286728465,-0.38,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3278,3286
L1220,P2_2024,Passive,US100_BOOK,2024-10-21T13:45:05,2024-10-21T16:30:00,Monday,OTHER_WEEK,5.1724,0.34,0.32599999999998547,0.06302683473822317,0,0.04741557557290555,-0.050314465408805034,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3293,3299
L1221,P2_2024,Return,US30_BOOK,2024-10-21T16:00:00,2024-10-21T18:05:19,Monday,OTHER_WEEK,5.1724,-2.61,-2.6240000000000143,-0.5073080194880548,1,-0.4522152150219837,0.62,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3297,3305
L1222,P2_2024,Cross,US100_BOOK,2024-10-21T17:00:00,2024-10-21T21:00:00,Monday,OTHER_WEEK,5.1855,-0.02,-0.03200000000000727,-0.006171053900300313,0,-0.044917378299335425,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3303,3306
L1223,P2_2024,Passive,US100_BOOK,2024-10-22T13:05:07,2024-10-22T15:15:00,Tuesday,OTHER_WEEK,5.0792,0.55,0.5359999999999855,0.10552842967396155,0,0.08991717050864392,-0.050314465408805034,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3313,3314
L1224,P2_2024,Cross,US100_BOOK,2024-10-22T17:00:00,2024-10-22T21:00:00,Tuesday,OTHER_WEEK,5.1007,1.13,1.1179999999999926,0.2191856019761979,0,0.1804392775771628,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3318,3320
L1225,P2_2024,Passive,US100_BOOK,2024-10-23T13:48:52,2024-10-23T17:45:00,Wednesday,OTHER_WEEK,5.1454,-0.23,-0.24400000000001457,-0.04742099739573494,0,-0.06303225656105256,-0.050314465408805034,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3327,3338
L1226,P2_2024,Return,US30_BOOK,2024-10-23T16:00:00,2024-10-23T20:33:23,Wednesday,OTHER_WEEK,5.1454,-2.58,-2.5939999999999417,-0.5041396198546161,1,-0.44904681538854496,0.62,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3331,3339
L1227,P2_2024,Cross,US100_BOOK,2024-10-23T17:00:00,2024-10-23T21:00:00,Wednesday,OTHER_WEEK,5.1454,3.07,3.0579999999999927,0.5943172542465099,0,0.5555709298474748,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3336,3340
L1228,P2_2024,RC16,US30_BOOK,2024-10-24T13:30:00,2024-10-24T17:30:00,Thursday,OTHER_WEEK,5.1542,-0.43,-0.44400000000001455,-0.08614333941252077,0,-0.11355930607002673,-0.1527777777777778,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3345,3347
L1229,P2_2024,Cross,US100_BOOK,2024-10-25T17:00:00,2024-10-25T21:00:00,Friday,OTHER_WEEK,5.1364,-1.4,-1.4119999999999708,-0.27490070866754357,0,-0.3136470330665787,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3352,3354
L1230,P2_2024,RC16,US30_BOOK,2024-10-28T13:30:01,2024-10-28T17:30:00,Monday,OTHER_WEEK,5.08,1.33,1.3159999999999856,0.2590551181102334,0,0.23163915145272743,-0.1527777777777778,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3359,3366
L1231,P2_2024,Cross,US100_BOOK,2024-10-28T17:00:00,2024-10-28T21:00:00,Monday,OTHER_WEEK,5.08,-0.02,-0.03200000000000727,-0.006299212598426629,0,-0.04504553699746174,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3364,3367
L1232,P2_2024,Return,US30_BOOK,2024-10-29T16:00:00,2024-10-29T22:00:00,Tuesday,OTHER_WEEK,5.1313,1.0,0.9859999999999854,0.1921540350398506,0,0.24724683950592174,-0.38,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3372,3374
L1233,P2_2024,RC16,US30_BOOK,2024-10-30T13:30:00,2024-10-30T17:30:00,Wednesday,OTHER_WEEK,5.1708,0.85,0.8359999999999854,0.16167710992496043,0,0.13426114326745445,-0.1527777777777778,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3379,3391
L1234,P2_2024,Cross,US100_BOOK,2024-10-30T17:00:00,2024-10-30T21:00:00,Wednesday,OTHER_WEEK,5.1708,0.53,0.5180000000000291,0.10017792217839196,0,0.06143159777935684,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3389,3392
L1235,P2_2024,Return,US30_BOOK,2024-10-30T16:00:00,2024-10-30T22:00:00,Wednesday,OTHER_WEEK,5.1708,0.97,0.9559999999999854,0.18488435058404606,0,0.2399771550501172,-0.38,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3384,3393
L1236,P2_2024,Passive,US100_BOOK,2024-10-31T15:23:02,2024-10-31T16:45:00,Thursday,OTHER_WEEK,5.2632,1.38,1.3659999999999854,0.25953792369660766,0,0.24392666453129005,-0.050314465408805034,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3400,3401
L1237,P2_2024,Cross,US100_BOOK,2024-10-31T17:00:00,2024-10-31T21:00:00,Thursday,OTHER_WEEK,5.3178,1.29,1.2779999999999927,0.24032494640640728,0,0.20157862200737217,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3405,3407
L1238,P2_2024,RC16,US30_BOOK,2024-11-01T13:30:00,2024-11-01T17:30:00,Friday,OTHER_WEEK,5.3689,3.85,3.8359999999999856,0.7144852763135812,0,0.6870693096560752,-0.1527777777777778,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3412,3424
L1239,P2_2024,Pressure,US30_BOOK,2024-11-01T15:00:00,2024-11-01T19:00:00,Friday,OTHER_WEEK,5.3689,2.37,2.3559999999999857,0.4388235951498418,0,0.4483195604783662,-0.21739130434782608,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3417,3425
L1240,P2_2024,Cross,US100_BOOK,2024-11-01T17:00:00,2024-11-01T21:00:00,Friday,OTHER_WEEK,5.3689,-0.12,-0.13200000000000728,-0.02458604183352405,0,-0.06333236623255917,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3422,3426
L1241,P2_2024,RC16,US30_BOOK,2024-11-05T13:30:00,2024-11-05T17:30:00,Tuesday,OTHER_WEEK,5.6113,2.04,2.0260000000000584,0.36105715253150933,0,0.3336411858740034,-0.1527777777777778,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3432,3439
L1242,P2_2024,Cross,US100_BOOK,2024-11-05T17:00:00,2024-11-05T21:00:00,Tuesday,OTHER_WEEK,5.6113,0.17,0.15799999999999273,0.028157467966423596,0,-0.01058885643261152,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3437,3440
L1243,P2_2024,Pressure,US30_BOOK,2024-11-06T15:00:00,2024-11-06T19:00:00,Wednesday,OTHER_WEEK,5.6987,0.16,0.14600000000005822,0.025619878217849376,0,0.03511584354637375,-0.21739130434782608,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3451,3458
L1244,P2_2024,Cross,US100_BOOK,2024-11-06T17:00:00,2024-11-06T21:00:00,Wednesday,OTHER_WEEK,5.6987,1.8399999999999999,1.8279999999999925,0.3207749135767794,0,0.28202858917774426,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3456,3459
L1245,P2_2024,RC16,US30_BOOK,2024-11-07T13:30:00,2024-11-07T17:30:00,Thursday,OTHER_WEEK,5.7776,-0.52,-0.5340000000000146,-0.09242592079756554,0,-0.11984188745507152,-0.1527777777777778,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3469,3477
L1246,P2_2024,RC4,US30_BOOK,2024-11-07T13:00:00,2024-11-07T19:00:00,Thursday,OTHER_WEEK,5.7776,-1.11,-1.1240000000000145,-0.19454444752146474,0,-0.2474674203740187,-0.2641509433962264,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3464,3478
L1247,P2_2024,Cross,US100_BOOK,2024-11-07T17:00:00,2024-11-07T21:00:01,Thursday,OTHER_WEEK,5.7776,0.68,0.6000000000000001,0.10384934921074497,0,0.06510302481170985,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3474,3479
L1248,P2_2024,Passive,US100_BOOK,2024-11-08T12:45:34,2024-11-08T15:45:00,Friday,OTHER_WEEK,5.7353,0.17,0.15600000000002184,0.027199972102596524,0,0.011588712937278907,-0.050314465408805034,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3486,3487
L1249,P2_2024,Cross,US100_BOOK,2024-11-11T17:00:00,2024-11-11T21:00:00,Monday,STANDARD_EXPIRATION_WEEK,5.7416,-0.09,-0.10199999999997089,-0.017765082903715146,0,-0.05651140730275026,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3492,3494
L1250,P2_2024,Passive,US100_BOOK,2024-11-12T12:22:03,2024-11-12T13:15:00,Tuesday,STANDARD_EXPIRATION_WEEK,5.7375,0.28,0.26599999999998547,0.04636165577341795,0,0.030750396608100333,-0.050314465408805034,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3501,3502
L1251,P2_2024,Passive,US100_BOOK,2024-11-12T15:33:56,2024-11-12T16:15:00,Tuesday,STANDARD_EXPIRATION_WEEK,5.7481,0.08,0.06599999999998545,0.01148205493989065,0,-0.004129204225426968,-0.050314465408805034,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3519,3520
L1252,P2_2024,RC16,US30_BOOK,2024-11-12T13:30:00,2024-11-12T17:30:00,Tuesday,STANDARD_EXPIRATION_WEEK,5.7481,-1.07,-1.0840000000000145,-0.1885840538612784,0,-0.2160000205187844,-0.1527777777777778,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3506,3526
L1253,P2_2024,Cross,US100_BOOK,2024-11-12T17:00:00,2024-11-12T21:00:00,Tuesday,STANDARD_EXPIRATION_WEEK,5.7508,-0.55,-0.5620000000000073,-0.09772553383877153,0,-0.13647185823780664,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3524,3527
L1254,P2_2024,Passive,US100_BOOK,2024-11-13T14:01:03,2024-11-13T15:45:00,Wednesday,STANDARD_EXPIRATION_WEEK,5.6849,1.09,1.0759999999999856,0.18927333814138958,0,0.17366207897607197,-0.050314465408805034,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3534,3535
L1255,P2_2024,Cross,US100_BOOK,2024-11-13T17:00:00,2024-11-13T21:00:00,Wednesday,STANDARD_EXPIRATION_WEEK,5.728,-1.18,-1.1920000000000073,-0.20810055865921914,0,-0.24684688305825425,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3539,3541
L1256,P2_2024,RC4,US30_BOOK,2024-11-14T13:00:00,2024-11-14T19:00:00,Thursday,STANDARD_EXPIRATION_WEEK,5.6803,1.23,1.2159999999999855,0.2140732003591334,0,0.16115022750657945,-0.2641509433962264,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3546,3549
L1257,P2_2024,RC4,US30_BOOK,2024-11-15T13:00:00,2024-11-15T17:00:08,Friday,STANDARD_EXPIRATION_WEEK,5.7289,-0.72,-0.7340000000000145,-0.1281223271483207,1,-0.18104530000087465,0.7358490566037736,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3554,3564
L1258,P2_2024,Cross,US100_BOOK,2024-11-15T17:00:00,2024-11-15T21:00:00,Friday,STANDARD_EXPIRATION_WEEK,5.7289,2.59,2.5779999999999927,0.4499991272321026,0,0.4112528028330675,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3559,3572
L1259,P2_2024,Passive,US100_BOOK,2024-11-18T14:33:07,2024-11-18T14:45:00,Monday,OTHER_WEEK,5.8027,0.16,0.14599999999998545,0.0251607010529556,0,0.009549441887637981,-0.050314465408805034,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3585,3586
L1260,P2_2024,Passive,US100_BOOK,2024-11-19T13:30:19,2024-11-19T13:45:00,Tuesday,OTHER_WEEK,5.8085,0.33,0.31599999999998546,0.05440303004217706,0,0.03879177087685944,-0.050314465408805034,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3599,3600
L1261,P2_2024,Passive,US100_BOOK,2024-11-19T14:58:47,2024-11-19T15:30:00,Tuesday,OTHER_WEEK,5.8212,0.47,0.4559999999999854,0.07833436404864726,0,0.06272310488332963,-0.050314465408805034,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3606,3607
L1262,P2_2024,Passive,US100_BOOK,2024-11-19T16:00:55,2024-11-19T16:45:00,Tuesday,OTHER_WEEK,5.8394,1.63,1.6159999999999854,0.27674076103709033,0,0.2611295018717727,-0.050314465408805034,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3618,3619
L1263,P2_2024,Cross,US100_BOOK,2024-11-19T17:00:00,2024-11-19T21:00:00,Tuesday,OTHER_WEEK,5.904,2.29,2.277999999999993,0.3858401084010828,0,0.34709378400204766,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3623,3625
L1264,P2_2024,Return,US30_BOOK,2024-11-19T16:00:00,2024-11-19T22:00:00,Tuesday,OTHER_WEEK,5.8394,3.33,3.3159999999999856,0.5678665616330419,0,0.6229593660991131,-0.38,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3611,3626
L1265,P2_2024,Cross,US100_BOOK,2024-11-20T17:00:00,2024-11-20T21:00:00,Wednesday,OTHER_WEEK,6.1278,0.24,0.2279999999999927,0.03720748066190031,0,-0.0015388437371348027,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3631,3633
L1266,P2_2024,Passive,US100_BOOK,2024-11-21T14:15:23,2024-11-21T16:45:00,Thursday,OTHER_WEEK,6.1369,0.95,0.9360000000000218,0.1525200019553882,0,0.1369087427900706,-0.050314465408805034,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3645,3651
L1267,P2_2024,RC16,US30_BOOK,2024-11-21T13:30:00,2024-11-21T17:30:00,Thursday,OTHER_WEEK,6.1369,-0.6,-0.6139999999999418,-0.10005051410320225,0,-0.1274664807607082,-0.1527777777777778,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3638,3657
L1268,P2_2024,Pressure,US30_BOOK,2024-11-21T15:00:00,2024-11-21T19:00:00,Thursday,OTHER_WEEK,6.1369,2.41,2.3960000000000585,0.3904251332105882,0,0.39992109853911256,-0.21739130434782608,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3649,3658
L1269,P2_2024,Cross,US100_BOOK,2024-11-21T17:00:00,2024-11-21T21:00:00,Thursday,OTHER_WEEK,6.1744,-1.9,-1.9120000000000072,-0.3096657165068682,0,-0.34841204090590333,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3655,3659
L1270,P2_2024,Cross,US100_BOOK,2024-11-22T17:00:00,2024-11-22T21:00:00,Friday,OTHER_WEEK,6.1692,0.06,0.04799999999999272,0.0077805874343501134,0,-0.030965736964685003,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3664,3666
L1271,P2_2024,RC16,US30_BOOK,2024-11-25T13:30:00,2024-11-25T17:30:00,Monday,OTHER_WEEK,6.1711,1.94,1.926000000000058,0.3120999497658534,0,0.28468398310834747,-0.1527777777777778,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3676,3684
L1272,P2_2024,RC4,US30_BOOK,2024-11-25T13:00:00,2024-11-25T19:00:00,Monday,OTHER_WEEK,6.1711,0.04,0.026000000000058206,0.004213187276183858,0,-0.048709785576370096,-0.2641509433962264,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3671,3685
L1273,P2_2024,Cross,US100_BOOK,2024-11-25T17:00:00,2024-11-25T21:00:00,Monday,OTHER_WEEK,6.1711,0.91,0.8979999999999928,0.14551700669248477,0,0.10677068229344966,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3681,3686
L1274,P2_2024,RC4,US30_BOOK,2024-11-26T13:00:00,2024-11-26T19:00:00,Tuesday,OTHER_WEEK,6.2851,-1.29,-1.3040000000000145,-0.20747482140300305,0,-0.260397794255557,-0.2641509433962264,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3691,3705
L1275,P2_2024,Cross,US100_BOOK,2024-11-26T17:00:00,2024-11-26T21:00:00,Tuesday,OTHER_WEEK,6.2851,-0.14,-0.1520000000000073,-0.024184181635933763,0,-0.06293050603496889,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3701,3706
L1276,P2_2024,Return,US30_BOOK,2024-11-26T16:00:00,2024-11-26T22:00:00,Tuesday,OTHER_WEEK,6.2851,2.15,2.1359999999999855,0.3398513945681032,0,0.3949441990341743,-0.38,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3696,3707
L1277,P2_2024,Cross,US100_BOOK,2024-11-27T17:00:00,2024-11-27T21:00:00,Wednesday,OTHER_WEEK,6.3123,0.48,0.4679999999999927,0.07414096288199115,0,0.035394638482956035,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3718,3720
L1278,P2_2024,RC16,US30_BOOK,2024-11-28T13:30:00,2024-11-28T17:30:00,Thursday,OTHER_WEEK,6.331,0.39,0.37599999999998546,0.05939030169009405,0,0.03197433503258808,-0.1527777777777778,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3725,3729
L1279,P2_2024,Cross,US100_BOOK,2024-12-02T17:00:00,2024-12-02T21:00:00,Monday,OTHER_WEEK,6.346,0.55,0.5379999999999928,0.08477781279546058,0,0.046031488396425464,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3737,3739
L1280,P2_2024,Cross,US100_BOOK,2024-12-03T17:00:00,2024-12-03T21:00:00,Tuesday,OTHER_WEEK,6.3676,0.28,0.26799999999999274,0.04208807085872114,0,0.003341746459686025,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3744,3746
L1281,P2_2024,Passive,US100_BOOK,2024-12-04T12:50:43,2024-12-04T16:30:00,Wednesday,OTHER_WEEK,6.3783,-0.12,-0.13399999999997816,-0.021008732734424246,0,-0.03661999189974186,-0.050314465408805034,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3753,3754
L1282,P2_2024,Cross,US100_BOOK,2024-12-04T17:00:00,2024-12-04T21:00:00,Wednesday,OTHER_WEEK,6.3729,-0.63,-0.6420000000000072,-0.10073906698677325,0,-0.13948539138580837,-0.04568527918781726,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p2-2024/observation/events-a.csv,3758,3760
