position_identifier,entry_time_server,close_time_server,bar_time_server,held_bars,incumbent_direction,state,range_scale,raw_shadow_pass,seen_subthreshold_before,distinct_rearm_episode,limit_price,proxy_touch,proxy_touch_time,mark16_range
268,2026.03.23 14:15:06,2026.03.23 17:15:00,2026.03.23 16:00:00,7,-1,2.0630925514281193,54.25,1,0,0,,,,
280,2026.03.26 12:30:07,2026.03.26 15:30:00,2026.03.26 12:45:00,1,1,-1.3655706981754765,41.575000000000728,1,0,0,,,,
280,2026.03.26 12:30:07,2026.03.26 15:30:00,2026.03.26 13:00:00,2,1,-1.3137072283482509,41.575000000000728,1,0,0,,,,
280,2026.03.26 12:30:07,2026.03.26 15:30:00,2026.03.26 13:15:00,3,1,-0.65701271700383757,40.075000000000728,0,0,0,,,,
280,2026.03.26 12:30:07,2026.03.26 15:30:00,2026.03.26 13:30:00,4,1,-0.57610883324540596,40.075000000000728,0,1,0,,,,
280,2026.03.26 12:30:07,2026.03.26 15:30:00,2026.03.26 13:45:00,5,1,-0.92752546465455077,39.950000000000728,0,1,0,,,,
280,2026.03.26 12:30:07,2026.03.26 15:30:00,2026.03.26 14:00:00,6,1,-0.80321823936066106,41.575000000000728,0,1,0,,,,
280,2026.03.26 12:30:07,2026.03.26 15:30:00,2026.03.26 14:15:00,7,1,-0.41421108472101165,39.950000000000728,0,1,0,,,,
280,2026.03.26 12:30:07,2026.03.26 15:30:00,2026.03.26 14:30:00,8,1,-0.47877420445594787,39.950000000000728,0,1,0,,,,
280,2026.03.26 12:30:07,2026.03.26 15:30:00,2026.03.26 14:45:00,9,1,-0.47650012765462174,41.575000000000728,0,1,0,,,,
280,2026.03.26 12:30:07,2026.03.26 15:30:00,2026.03.26 15:00:00,10,1,-0.90062283349369121,41.575000000000728,0,1,0,,,,
280,2026.03.26 12:30:07,2026.03.26 15:30:00,2026.03.26 15:15:00,11,1,-0.33067779891221089,41.575000000000728,0,1,0,,,,
286,2026.03.27 13:00:11,2026.03.27 17:00:00,2026.03.27 13:15:00,1,1,-1.6139660187763787,37.625,1,0,0,,,,
286,2026.03.27 13:00:11,2026.03.27 17:00:00,2026.03.27 13:30:00,2,1,-1.331324565965545,37.625,1,0,0,,,,
286,2026.03.27 13:00:11,2026.03.27 17:00:00,2026.03.27 13:45:00,3,1,-1.9209475504719633,37.625,1,0,0,,,,
286,2026.03.27 13:00:11,2026.03.27 17:00:00,2026.03.27 14:00:00,4,1,-2.2869558241541039,37.625,1,0,0,,,,
286,2026.03.27 13:00:11,2026.03.27 17:00:00,2026.03.27 14:15:00,5,1,-2.0663967382847974,38.375,1,0,0,,,,
286,2026.03.27 13:00:11,2026.03.27 17:00:00,2026.03.27 14:30:00,6,1,-1.4754064132611016,38.375,1,0,0,,,,
286,2026.03.27 13:00:11,2026.03.27 17:00:00,2026.03.27 14:45:00,7,1,-1.4402684884564094,38.375,1,0,0,,,,
286,2026.03.27 13:00:11,2026.03.27 17:00:00,2026.03.27 15:00:00,8,1,-1.2252687931388559,37.5,1,0,0,,,,
286,2026.03.27 13:00:11,2026.03.27 17:00:00,2026.03.27 15:15:00,9,1,-1.1595242847338825,37.5,1,0,0,,,,
286,2026.03.27 13:00:11,2026.03.27 17:00:00,2026.03.27 15:30:00,10,1,-1.4508455286408015,38.375,1,0,0,,,,
286,2026.03.27 13:00:11,2026.03.27 17:00:00,2026.03.27 15:45:00,11,1,-1.5506841458121408,37.5,1,0,0,,,,
286,2026.03.27 13:00:11,2026.03.27 17:00:00,2026.03.27 16:00:00,12,1,-1.2932819541111722,38.375,1,0,0,,,,
308,2026.04.02 14:58:46,2026.04.02 16:30:00,2026.04.02 15:00:00,1,1,-1.3194669046571479,36.625,1,0,0,,,,
308,2026.04.02 14:58:46,2026.04.02 16:30:00,2026.04.02 15:15:00,2,1,-1.193463499824887,36.625,1,0,0,,,,
308,2026.04.02 14:58:46,2026.04.02 16:30:00,2026.04.02 15:30:00,3,1,-1.093348364377611,36.625,1,0,0,,,,
308,2026.04.02 14:58:46,2026.04.02 16:30:00,2026.04.02 15:45:00,4,1,-0.7437740076249808,37.75,0,0,0,,,,
308,2026.04.02 14:58:46,2026.04.02 16:30:00,2026.04.02 16:00:00,5,1,-0.91437232407652824,36.625,0,1,0,,,,
316,2026.04.06 12:19:26,2026.04.06 14:00:00,2026.04.06 12:30:00,1,-1,1.8890987114155973,24.875,1,0,0,,,,
316,2026.04.06 12:19:26,2026.04.06 14:00:00,2026.04.06 12:45:00,2,-1,1.7115536624102998,24.875,1,0,0,,,,
316,2026.04.06 12:19:26,2026.04.06 14:00:00,2026.04.06 13:00:00,3,-1,0.98134318402284948,24.875,0,0,0,,,,
316,2026.04.06 12:19:26,2026.04.06 14:00:00,2026.04.06 13:15:00,4,-1,1.495546058682601,25.25,1,1,1,24205.07,1,2026.04.06 13:30:00,-0.35366336633664519
316,2026.04.06 12:19:26,2026.04.06 14:00:00,2026.04.06 13:30:00,5,-1,1.2687118612479886,26,1,1,0,,,,
316,2026.04.06 12:19:26,2026.04.06 14:00:00,2026.04.06 13:45:00,6,-1,0.83359222338374694,26,0,1,0,,,,
321,2026.04.07 12:17:10,2026.04.07 14:00:00,2026.04.07 12:30:00,1,-1,1.7110740362684478,31.5,1,0,0,,,,
321,2026.04.07 12:17:10,2026.04.07 14:00:00,2026.04.07 12:45:00,2,-1,1.5721263346895622,31.5,1,0,0,,,,
321,2026.04.07 12:17:10,2026.04.07 14:00:00,2026.04.07 13:00:00,3,-1,1.5106855989935823,31.5,1,0,0,,,,
321,2026.04.07 12:17:10,2026.04.07 14:00:00,2026.04.07 13:15:00,4,-1,1.3247741061275311,31.5,1,0,0,,,,
321,2026.04.07 12:17:10,2026.04.07 14:00:00,2026.04.07 13:30:00,5,-1,1.3681186256975502,32,1,0,0,,,,
321,2026.04.07 12:17:10,2026.04.07 14:00:00,2026.04.07 13:45:00,6,-1,0.44390146586950191,32.5,0,0,0,,,,
323,2026.04.07 14:32:16,2026.04.07 18:30:00,2026.04.07 14:45:00,1,1,-1.4066516634253516,34.125,1,0,0,,,,
323,2026.04.07 14:32:16,2026.04.07 18:30:00,2026.04.07 15:00:00,2,1,-1.4839567287660436,34.375,1,0,0,,,,
323,2026.04.07 14:32:16,2026.04.07 18:30:00,2026.04.07 15:15:00,3,1,-2.0782534108886797,34.125,1,0,0,,,,
323,2026.04.07 14:32:16,2026.04.07 18:30:00,2026.04.07 15:30:00,4,1,-1.5737817269127277,34.375,1,0,0,,,,
323,2026.04.07 14:32:16,2026.04.07 18:30:00,2026.04.07 15:45:00,5,1,-1.7271958911985508,34.575000000000728,1,0,0,,,,
323,2026.04.07 14:32:16,2026.04.07 18:30:00,2026.04.07 16:00:00,6,1,-1.6094810339188674,34.825000000000728,1,0,0,,,,
338,2026.04.10 15:45:09,2026.04.10 18:45:00,2026.04.10 16:00:00,1,-1,0.63900285058595951,23.625,0,0,0,,,,
355,2026.04.16 13:45:25,2026.04.16 16:30:00,2026.04.16 14:00:00,1,1,-0.78829994217750932,21.75,0,0,0,,,,
355,2026.04.16 13:45:25,2026.04.16 16:30:00,2026.04.16 14:15:00,2,1,-0.25856556652379481,22.125,0,1,0,,,,
355,2026.04.16 13:45:25,2026.04.16 16:30:00,2026.04.16 14:30:00,3,1,-0.46630002968995493,21.75,0,1,0,,,,
355,2026.04.16 13:45:25,2026.04.16 16:30:00,2026.04.16 14:45:00,4,1,-0.35220273096634408,21.75,0,1,0,,,,
355,2026.04.16 13:45:25,2026.04.16 16:30:00,2026.04.16 15:00:00,5,1,-0.32149277994402142,21.75,0,1,0,,,,
355,2026.04.16 13:45:25,2026.04.16 16:30:00,2026.04.16 15:15:00,6,1,-0.62382126842139518,22.125,0,1,0,,,,
355,2026.04.16 13:45:25,2026.04.16 16:30:00,2026.04.16 15:30:00,7,1,-0.32082838676414238,22.5,0,1,0,,,,
355,2026.04.16 13:45:25,2026.04.16 16:30:00,2026.04.16 15:45:00,8,1,-0.47263931295410033,22.125,0,1,0,,,,
355,2026.04.16 13:45:25,2026.04.16 16:30:00,2026.04.16 16:00:00,9,1,-0.77028676012209518,22.125,0,1,0,,,,
360,2026.04.17 13:07:24,2026.04.17 17:00:00,2026.04.17 13:15:00,1,-1,0.86496637412724542,20.950000000000728,0,0,0,,,,
360,2026.04.17 13:07:24,2026.04.17 17:00:00,2026.04.17 13:30:00,2,-1,0.72098408322718244,20.950000000000728,0,1,0,,,,
360,2026.04.17 13:07:24,2026.04.17 17:00:00,2026.04.17 13:45:00,3,-1,0.38416665529828936,21.200000000000728,0,1,0,,,,
360,2026.04.17 13:07:24,2026.04.17 17:00:00,2026.04.17 14:00:00,4,-1,0.49747440422820588,21.200000000000728,0,1,0,,,,
360,2026.04.17 13:07:24,2026.04.17 17:00:00,2026.04.17 14:15:00,5,-1,0.62061334503538612,21.875,0,1,0,,,,
360,2026.04.17 13:07:24,2026.04.17 17:00:00,2026.04.17 14:30:00,6,-1,0.61354262139670168,21.875,0,1,0,,,,
360,2026.04.17 13:07:24,2026.04.17 17:00:00,2026.04.17 14:45:00,7,-1,0.54122288610495473,21.200000000000728,0,1,0,,,,
360,2026.04.17 13:07:24,2026.04.17 17:00:00,2026.04.17 15:00:00,8,-1,0.6533001858829669,20.950000000000728,0,1,0,,,,
360,2026.04.17 13:07:24,2026.04.17 17:00:00,2026.04.17 15:15:00,9,-1,1.004984160414921,20.25,1,1,1,26469.419999999998,1,2026.04.17 15:15:00,-12.3051851851852
360,2026.04.17 13:07:24,2026.04.17 17:00:00,2026.04.17 15:30:00,10,-1,1.2767884779002807,20.950000000000728,1,1,0,,,,
360,2026.04.17 13:07:24,2026.04.17 17:00:00,2026.04.17 15:45:00,11,-1,1.2088084303905551,20.950000000000728,1,1,0,,,,
360,2026.04.17 13:07:24,2026.04.17 17:00:00,2026.04.17 16:00:00,12,-1,2.7824129740172894,20.950000000000728,1,1,0,,,,
374,2026.04.23 15:00:46,2026.04.23 17:15:00,2026.04.23 15:15:00,1,-1,1.5100824040891219,31,1,0,0,,,,
374,2026.04.23 15:00:46,2026.04.23 17:15:00,2026.04.23 15:30:00,2,-1,0.88802282804270383,31.25,0,0,0,,,,
374,2026.04.23 15:00:46,2026.04.23 17:15:00,2026.04.23 15:45:00,3,-1,0.82147995226690018,31.375,0,1,0,,,,
374,2026.04.23 15:00:46,2026.04.23 17:15:00,2026.04.23 16:00:00,4,-1,0.65386252017684421,31.375,0,1,0,,,,
378,2026.04.24 14:15:49,2026.04.24 16:30:00,2026.04.24 14:30:00,1,-1,1.9226446140034905,31,1,0,0,,,,
378,2026.04.24 14:15:49,2026.04.24 16:30:00,2026.04.24 14:45:00,2,-1,1.6832078256594181,31.5,1,0,0,,,,
378,2026.04.24 14:15:49,2026.04.24 16:30:00,2026.04.24 15:00:00,3,-1,1.4268875935732808,31.5,1,0,0,,,,
378,2026.04.24 14:15:49,2026.04.24 16:30:00,2026.04.24 15:15:00,4,-1,1.5791179203259031,31,1,0,0,,,,
378,2026.04.24 14:15:49,2026.04.24 16:30:00,2026.04.24 15:30:00,5,-1,1.541566659334465,31.5,1,0,0,,,,
378,2026.04.24 14:15:49,2026.04.24 16:30:00,2026.04.24 15:45:00,6,-1,1.0308297637481878,32.25,1,0,0,,,,
378,2026.04.24 14:15:49,2026.04.24 16:30:00,2026.04.24 16:00:00,7,-1,0.99863963761100261,32.25,0,0,0,,,,
381,2026.04.27 14:22:26,2026.04.27 15:15:00,2026.04.27 14:30:00,1,-1,0.90735903181623567,28.625,0,0,0,,,,
381,2026.04.27 14:22:26,2026.04.27 15:15:00,2026.04.27 14:45:00,2,-1,0.54953993948178315,27.125,0,1,0,,,,
381,2026.04.27 14:22:26,2026.04.27 15:15:00,2026.04.27 15:00:00,3,-1,0.49044548037460822,27.125,0,1,0,,,,
386,2026.04.28 13:17:19,2026.04.28 17:15:00,2026.04.28 13:30:00,1,1,-0.96196380919752111,24.25,0,0,0,,,,
386,2026.04.28 13:17:19,2026.04.28 17:15:00,2026.04.28 13:45:00,2,1,-1.4367754982161847,24.25,1,1,1,27134.880000000001,1,2026.04.28 13:45:00,-5.9868041237113525
386,2026.04.28 13:17:19,2026.04.28 17:15:00,2026.04.28 14:00:00,3,1,-1.2478877237604948,24.375,1,1,0,,,,
386,2026.04.28 13:17:19,2026.04.28 17:15:00,2026.04.28 14:15:00,4,1,-2.0184381689463402,24.5,1,1,0,,,,
386,2026.04.28 13:17:19,2026.04.28 17:15:00,2026.04.28 14:30:00,5,1,-3.0949699280941858,24.625,1,1,0,,,,
386,2026.04.28 13:17:19,2026.04.28 17:15:00,2026.04.28 14:45:00,6,1,-3.0096903770783081,24.75,1,1,0,,,,
386,2026.04.28 13:17:19,2026.04.28 17:15:00,2026.04.28 15:00:00,7,1,-3.8988223865416458,24.75,1,1,0,,,,
386,2026.04.28 13:17:19,2026.04.28 17:15:00,2026.04.28 15:15:00,8,1,-3.5874052978188238,24.875,1,1,0,,,,
386,2026.04.28 13:17:19,2026.04.28 17:15:00,2026.04.28 15:30:00,9,1,-3.8224700889335765,25.625,1,1,0,,,,
386,2026.04.28 13:17:19,2026.04.28 17:15:00,2026.04.28 15:45:00,10,1,-2.7523503657308246,26.375,1,1,0,,,,
386,2026.04.28 13:17:19,2026.04.28 17:15:00,2026.04.28 16:00:00,11,1,-1.9058984442178228,26.75,1,1,0,,,,
403,2026.05.04 13:15:12,2026.05.04 16:15:00,2026.05.04 13:30:00,1,1,-1.5367704821294397,33.025000000001455,1,0,0,,,,
403,2026.05.04 13:15:12,2026.05.04 16:15:00,2026.05.04 13:45:00,2,1,-0.92142316017424042,33.5,0,0,0,,,,
403,2026.05.04 13:15:12,2026.05.04 16:15:00,2026.05.04 14:00:00,3,1,-0.79519714461676205,33.875,0,1,0,,,,
403,2026.05.04 13:15:12,2026.05.04 16:15:00,2026.05.04 14:15:00,4,1,-0.47071189564890481,33.875,0,1,0,,,,
403,2026.05.04 13:15:12,2026.05.04 16:15:00,2026.05.04 14:30:00,5,1,-0.66540947987177956,34.125,0,1,0,,,,
403,2026.05.04 13:15:12,2026.05.04 16:15:00,2026.05.04 14:45:00,6,1,-0.68067691735569003,34.125,0,1,0,,,,
403,2026.05.04 13:15:12,2026.05.04 16:15:00,2026.05.04 15:00:00,7,1,-0.53284828307626575,35,0,1,0,,,,
403,2026.05.04 13:15:12,2026.05.04 16:15:00,2026.05.04 15:15:00,8,1,-0.45017382942332346,35.75,0,1,0,,,,
403,2026.05.04 13:15:12,2026.05.04 16:15:00,2026.05.04 15:30:00,9,1,-0.38577583297855472,36,0,1,0,,,,
403,2026.05.04 13:15:12,2026.05.04 16:15:00,2026.05.04 15:45:00,10,1,-0.39981308030150448,36.25,0,1,0,,,,
403,2026.05.04 13:15:12,2026.05.04 16:15:00,2026.05.04 16:00:00,11,1,-0.3679535575003805,36.25,0,1,0,,,,
414,2026.05.06 12:15:28,2026.05.06 15:15:00,2026.05.06 12:30:00,1,-1,1.472743839568492,25.75,1,0,0,,,,
414,2026.05.06 12:15:28,2026.05.06 15:15:00,2026.05.06 12:45:00,2,-1,1.8467214965692513,25.75,1,0,0,,,,
414,2026.05.06 12:15:28,2026.05.06 15:15:00,2026.05.06 13:00:00,3,-1,1.8406898028779028,26,1,0,0,,,,
414,2026.05.06 12:15:28,2026.05.06 15:15:00,2026.05.06 13:15:00,4,-1,2.079752747245839,26.625,1,0,0,,,,
414,2026.05.06 12:15:28,2026.05.06 15:15:00,2026.05.06 13:30:00,5,-1,2.4102905001413268,26.625,1,0,0,,,,
414,2026.05.06 12:15:28,2026.05.06 15:15:00,2026.05.06 13:45:00,6,-1,2.6024256621524571,27,1,0,0,,,,
414,2026.05.06 12:15:28,2026.05.06 15:15:00,2026.05.06 14:00:00,7,-1,2.5151167739752407,27.125,1,0,0,,,,
414,2026.05.06 12:15:28,2026.05.06 15:15:00,2026.05.06 14:15:00,8,-1,2.879476554234182,27.125,1,0,0,,,,
414,2026.05.06 12:15:28,2026.05.06 15:15:00,2026.05.06 14:30:00,9,-1,2.7083475976243268,27.25,1,0,0,,,,
414,2026.05.06 12:15:28,2026.05.06 15:15:00,2026.05.06 14:45:00,10,-1,1.9466590523385197,27.25,1,0,0,,,,
414,2026.05.06 12:15:28,2026.05.06 15:15:00,2026.05.06 15:00:00,11,-1,0.57624632370306006,27.25,0,0,0,,,,
429,2026.05.11 14:30:49,2026.05.11 15:15:00,2026.05.11 14:45:00,1,-1,0.5477704229816488,33.949999999998909,0,0,0,,,,
429,2026.05.11 14:30:49,2026.05.11 15:15:00,2026.05.11 15:00:00,2,-1,0.4959353156221874,34.125,0,1,0,,,,
436,2026.05.13 15:46:57,2026.05.13 18:45:00,2026.05.13 16:00:00,1,1,-1.3157036148283161,34.75,1,0,0,,,,
445,2026.05.15 12:45:33,2026.05.15 14:15:00,2026.05.15 13:00:00,1,1,-1.3244113309631382,48.125,1,0,0,,,,
445,2026.05.15 12:45:33,2026.05.15 14:15:00,2026.05.15 13:15:00,2,1,-1.3402037132388291,48.5,1,0,0,,,,
445,2026.05.15 12:45:33,2026.05.15 14:15:00,2026.05.15 13:30:00,3,1,-1.3406230661475207,49,1,0,0,,,,
445,2026.05.15 12:45:33,2026.05.15 14:15:00,2026.05.15 13:45:00,4,1,-0.76370300836307681,49,0,0,0,,,,
445,2026.05.15 12:45:33,2026.05.15 14:15:00,2026.05.15 14:00:00,5,1,-0.56047137829540083,49,0,1,0,,,,
467,2026.05.21 14:34:47,2026.05.21 17:00:00,2026.05.21 14:45:00,1,1,-1.1628797856464876,45.924999999999272,1,0,0,,,,
467,2026.05.21 14:34:47,2026.05.21 17:00:00,2026.05.21 15:00:00,2,1,-0.97998415789051363,46.174999999999272,0,0,0,,,,
467,2026.05.21 14:34:47,2026.05.21 17:00:00,2026.05.21 15:15:00,3,1,-1.3490260810656445,46.174999999999272,1,1,1,29167.599999999999,1,2026.05.21 15:15:00,1.0514347590688398
467,2026.05.21 14:34:47,2026.05.21 17:00:00,2026.05.21 15:30:00,4,1,-1.4417598823299853,46.174999999999272,1,1,0,,,,
467,2026.05.21 14:34:47,2026.05.21 17:00:00,2026.05.21 15:45:00,5,1,-1.1491943249930445,46.174999999999272,1,1,0,,,,
467,2026.05.21 14:34:47,2026.05.21 17:00:00,2026.05.21 16:00:00,6,1,-1.5359346785107841,46.174999999999272,1,1,0,,,,
471,2026.05.22 13:32:34,2026.05.22 15:15:00,2026.05.22 13:45:00,1,1,-0.96309795931556708,41.800000000001091,0,0,0,,,,
471,2026.05.22 13:32:34,2026.05.22 15:15:00,2026.05.22 14:00:00,2,1,-1.0292794292690273,41.625,1,1,1,29399.540000000001,1,2026.05.22 14:15:00,5.5654054054054019
471,2026.05.22 13:32:34,2026.05.22 15:15:00,2026.05.22 14:15:00,3,1,-1.1121609894049871,41.625,1,1,0,,,,
471,2026.05.22 13:32:34,2026.05.22 15:15:00,2026.05.22 14:30:00,4,1,-1.4125910048051369,41.625,1,1,0,,,,
471,2026.05.22 13:32:34,2026.05.22 15:15:00,2026.05.22 14:45:00,5,1,-0.94681549953066746,41.449999999998909,0,1,0,,,,
471,2026.05.22 13:32:34,2026.05.22 15:15:00,2026.05.22 15:00:00,6,1,-0.55009380320734513,41.199999999998909,0,1,0,,,,
479,2026.05.26 13:19:27,2026.05.26 16:30:00,2026.05.26 13:30:00,1,-1,2.0174215228189261,22.625,1,0,0,,,,
479,2026.05.26 13:19:27,2026.05.26 16:30:00,2026.05.26 13:45:00,2,-1,1.4247102636541378,23.25,1,0,0,,,,
479,2026.05.26 13:19:27,2026.05.26 16:30:00,2026.05.26 14:00:00,3,-1,1.2803078073227121,23.625,1,0,0,,,,
479,2026.05.26 13:19:27,2026.05.26 16:30:00,2026.05.26 14:15:00,4,-1,1.1068363348034524,23.625,1,0,0,,,,
479,2026.05.26 13:19:27,2026.05.26 16:30:00,2026.05.26 14:30:00,5,-1,1.0980512166272673,24.875,1,0,0,,,,
479,2026.05.26 13:19:27,2026.05.26 16:30:00,2026.05.26 14:45:00,6,-1,0.88815375355933712,25.75,0,0,0,,,,
479,2026.05.26 13:19:27,2026.05.26 16:30:00,2026.05.26 15:00:00,7,-1,0.90747368407548301,26,0,1,0,,,,
479,2026.05.26 13:19:27,2026.05.26 16:30:00,2026.05.26 15:15:00,8,-1,0.95932307984583187,26,0,1,0,,,,
479,2026.05.26 13:19:27,2026.05.26 16:30:00,2026.05.26 15:30:00,9,-1,0.93205081117285815,26,0,1,0,,,,
479,2026.05.26 13:19:27,2026.05.26 16:30:00,2026.05.26 15:45:00,10,-1,1.2470113846976116,26,1,1,1,29879.25,1,2026.05.26 15:45:00,-1.5192307692307692
479,2026.05.26 13:19:27,2026.05.26 16:30:00,2026.05.26 16:00:00,11,-1,1.1602181435987673,26,1,1,0,,,,
483,2026.05.27 12:27:37,2026.05.27 16:15:00,2026.05.27 12:30:00,1,-1,1.4523182117287159,29.809999999999491,1,0,0,,,,
483,2026.05.27 12:27:37,2026.05.27 16:15:00,2026.05.27 12:45:00,2,-1,1.6933041179240129,29.809999999999491,1,0,0,,,,
483,2026.05.27 12:27:37,2026.05.27 16:15:00,2026.05.27 13:00:00,3,-1,1.8930989885536542,29.809999999999491,1,0,0,,,,
483,2026.05.27 12:27:37,2026.05.27 16:15:00,2026.05.27 13:15:00,4,-1,1.8117391043261373,29.809999999999491,1,0,0,,,,
483,2026.05.27 12:27:37,2026.05.27 16:15:00,2026.05.27 13:30:00,5,-1,1.4548865435327742,30.309999999999491,1,0,0,,,,
483,2026.05.27 12:27:37,2026.05.27 16:15:00,2026.05.27 13:45:00,6,-1,1.279547075921565,29.809999999999491,1,0,0,,,,
483,2026.05.27 12:27:37,2026.05.27 16:15:00,2026.05.27 14:00:00,7,-1,1.2979545799146426,29.809999999999491,1,0,0,,,,
483,2026.05.27 12:27:37,2026.05.27 16:15:00,2026.05.27 14:15:00,8,-1,1.3882037878126909,29.809999999999491,1,0,0,,,,
483,2026.05.27 12:27:37,2026.05.27 16:15:00,2026.05.27 14:30:00,9,-1,0.8350440876233659,30.309999999999491,0,0,0,,,,
483,2026.05.27 12:27:37,2026.05.27 16:15:00,2026.05.27 14:45:00,10,-1,0.91573380322747566,30.309999999999491,0,1,0,,,,
483,2026.05.27 12:27:37,2026.05.27 16:15:00,2026.05.27 15:00:00,11,-1,0.94281399880757988,29.809999999999491,0,1,0,,,,
483,2026.05.27 12:27:37,2026.05.27 16:15:00,2026.05.27 15:15:00,12,-1,1.1135164859125284,30.309999999999491,1,1,1,30232.68,1,2026.05.27 15:15:00,9.1745298581328409
483,2026.05.27 12:27:37,2026.05.27 16:15:00,2026.05.27 15:30:00,13,-1,2.2913982569315383,30.309999999999491,1,1,0,,,,
483,2026.05.27 12:27:37,2026.05.27 16:15:00,2026.05.27 15:45:00,14,-1,1.5288232514235476,30.625,1,1,0,,,,
483,2026.05.27 12:27:37,2026.05.27 16:15:00,2026.05.27 16:00:00,15,-1,0.60529705402340939,30.625,0,1,0,,,,
506,2026.06.04 12:18:50,2026.06.04 15:15:00,2026.06.04 12:30:00,1,1,-1.5166421104266967,43.625,1,0,0,,,,
506,2026.06.04 12:18:50,2026.06.04 15:15:00,2026.06.04 12:45:00,2,1,-1.7819583648122368,43.75,1,0,0,,,,
506,2026.06.04 12:18:50,2026.06.04 15:15:00,2026.06.04 13:00:00,3,1,-1.5580265962309454,43.75,1,0,0,,,,
506,2026.06.04 12:18:50,2026.06.04 15:15:00,2026.06.04 13:15:00,4,1,-1.8024987366898022,44,1,0,0,,,,
506,2026.06.04 12:18:50,2026.06.04 15:15:00,2026.06.04 13:30:00,5,1,-1.981738644776184,44,1,0,0,,,,
506,2026.06.04 12:18:50,2026.06.04 15:15:00,2026.06.04 13:45:00,6,1,-2.0120331387130754,44,1,0,0,,,,
506,2026.06.04 12:18:50,2026.06.04 15:15:00,2026.06.04 14:00:00,7,1,-2.0544801417446421,44.125,1,0,0,,,,
506,2026.06.04 12:18:50,2026.06.04 15:15:00,2026.06.04 14:15:00,8,1,-1.2883697071183247,44.524999999999636,1,0,0,,,,
506,2026.06.04 12:18:50,2026.06.04 15:15:00,2026.06.04 14:30:00,9,1,-0.80857099546490641,44.125,0,0,0,,,,
506,2026.06.04 12:18:50,2026.06.04 15:15:00,2026.06.04 14:45:00,10,1,-1.3792043694031304,44.524999999999636,1,1,1,30175.709999999999,0,,
506,2026.06.04 12:18:50,2026.06.04 15:15:00,2026.06.04 15:00:00,11,1,-0.50357344455996456,45.399999999999636,0,1,0,,,,
512,2026.06.05 13:22:42,2026.06.05 14:30:00,2026.06.05 13:30:00,1,-1,1.0948797033230202,44,1,0,0,,,,
512,2026.06.05 13:22:42,2026.06.05 14:30:00,2026.06.05 13:45:00,2,-1,0.86854846926783313,43.875,0,0,0,,,,
512,2026.06.05 13:22:42,2026.06.05 14:30:00,2026.06.05 14:00:00,3,-1,0.38750627846149538,43.875,0,1,0,,,,
512,2026.06.05 13:22:42,2026.06.05 14:30:00,2026.06.05 14:15:00,4,-1,0.36917330817496652,43.375,0,1,0,,,,
520,2026.06.08 15:21:01,2026.06.08 19:15:00,2026.06.08 15:30:00,1,-1,1.242595186620872,74.815000000000509,1,0,0,,,,
520,2026.06.08 15:21:01,2026.06.08 19:15:00,2026.06.08 15:45:00,2,-1,1.2847781433825205,74.815000000000509,1,0,0,,,,
520,2026.06.08 15:21:01,2026.06.08 19:15:00,2026.06.08 16:00:00,3,-1,1.1495298944547179,74.815000000000509,1,0,0,,,,
528,2026.06.10 12:15:52,2026.06.10 15:15:00,2026.06.10 12:30:00,1,1,-0.80222485046986802,64.5,0,0,0,,,,
528,2026.06.10 12:15:52,2026.06.10 15:15:00,2026.06.10 12:45:00,2,1,-0.8696891609659434,65.25,0,1,0,,,,
528,2026.06.10 12:15:52,2026.06.10 15:15:00,2026.06.10 13:00:00,3,1,-0.73706251510969933,65.625,0,1,0,,,,
528,2026.06.10 12:15:52,2026.06.10 15:15:00,2026.06.10 13:15:00,4,1,-0.85585124585310834,65.625,0,1,0,,,,
528,2026.06.10 12:15:52,2026.06.10 15:15:00,2026.06.10 13:30:00,5,1,-0.68967272323154005,65.625,0,1,0,,,,
528,2026.06.10 12:15:52,2026.06.10 15:15:00,2026.06.10 13:45:00,6,1,-0.47707682585951611,65.774999999999636,0,1,0,,,,
528,2026.06.10 12:15:52,2026.06.10 15:15:00,2026.06.10 14:00:00,7,1,-0.52333006726137321,66.649999999999636,0,1,0,,,,
528,2026.06.10 12:15:52,2026.06.10 15:15:00,2026.06.10 14:15:00,8,1,-0.5612985705040292,66.75,0,1,0,,,,
528,2026.06.10 12:15:52,2026.06.10 15:15:00,2026.06.10 14:30:00,9,1,-0.72417060294913482,66.75,0,1,0,,,,
528,2026.06.10 12:15:52,2026.06.10 15:15:00,2026.06.10 14:45:00,10,1,-0.55340999692456794,67.675000000001091,0,1,0,,,,
528,2026.06.10 12:15:52,2026.06.10 15:15:00,2026.06.10 15:00:00,11,1,-0.32913486441669809,67.975000000002183,0,1,0,,,,
538,2026.06.12 12:56:04,2026.06.12 15:15:00,2026.06.12 13:00:00,1,-1,1.1420334422405869,66.875,1,0,0,,,,
538,2026.06.12 12:56:04,2026.06.12 15:15:00,2026.06.12 13:15:00,2,-1,1.5225909837109328,66.875,1,0,0,,,,
538,2026.06.12 12:56:04,2026.06.12 15:15:00,2026.06.12 13:30:00,3,-1,1.0181941338599945,66.875,1,0,0,,,,
538,2026.06.12 12:56:04,2026.06.12 15:15:00,2026.06.12 13:45:00,4,-1,0.79985479992429231,67.324999999998909,0,0,0,,,,
